,PlatformWorkedWith,Windows,iOS,AWS,Docker,Linux,MacOS,Android,WordPress,Raspberry Pi,Heroku,Google Cloud Platform,Kubernetes,Arduino,Slack Apps and Integrations,Microsoft Azure,IBM Cloud or Watson
15036,iOS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15037,AWS;Docker;Kubernetes;Linux;MacOS,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0
15038,Android;iOS,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15039,Android;iOS;Linux;MacOS;Microsoft Azure;Windows;WordPress,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0
15040,Microsoft Azure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15041,AWS;Docker;Kubernetes;Linux;Raspberry Pi,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0
15042,Android;Google Cloud Platform;Windows,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
15043,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15044,Microsoft Azure;Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15045,Docker;Heroku;Linux;MacOS;Raspberry Pi;Slack Apps and Integrations,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0
15046,Docker;Kubernetes;Windows,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
15047,Docker;Linux;Windows,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
15048,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15049,Android;Docker;iOS;Microsoft Azure,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
15050,Android;Docker;iOS;MacOS;Windows;WordPress,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
15051,Android;Microsoft Azure;Windows,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
15052,AWS;Linux;Windows,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
15053,WordPress,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15054,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15055,Android;Linux;Raspberry Pi;Windows,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
15056,Linux;WordPress,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
15057,Android;Arduino;AWS;Docker;iOS;Linux;Microsoft Azure;Raspberry Pi;Windows;WordPress,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0
15058,Android;Arduino;AWS;Docker;iOS;Linux;MacOS;Raspberry Pi;Windows,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0
15059,Android;Heroku;Linux;Raspberry Pi;Windows,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0
15060,Linux;Raspberry Pi,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
15061,Docker;Heroku;Linux;Windows;WordPress,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
15062,Docker;Linux;WordPress,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
15063,Docker;Linux;MacOS;Raspberry Pi,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
15064,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15065,Linux,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15066,AWS;Microsoft Azure;Windows,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
15067,Linux;MacOS,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
15068,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15069,Linux;MacOS,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
15070,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15071,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15072,Android;Arduino;Linux,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
15073,Android;Docker;iOS;Kubernetes;MacOS,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0
15074,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15075,AWS;Docker;Linux;MacOS;Slack Apps and Integrations,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0
15076,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15077,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15078,AWS;Docker,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
15079,Android;iOS;Microsoft Azure;Windows,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
15080,iOS;Linux;MacOS;Windows,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
15081,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15082,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15083,Linux;Microsoft Azure;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
15084,Docker;Microsoft Azure;Windows,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
15085,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15086,Docker;Google Cloud Platform;Kubernetes;Linux;Microsoft Azure,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0
15087,Docker;Linux,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
15088,AWS;Google Cloud Platform;Linux;Microsoft Azure;Windows,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
15089,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15090,Docker;Google Cloud Platform;Kubernetes;Linux,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
15091,Microsoft Azure;Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15092,Docker;Google Cloud Platform;Linux;MacOS;Windows,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
15093,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15094,Android;Arduino;iOS;Linux;MacOS;Microsoft Azure;Raspberry Pi;Windows,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0
15095,AWS;Docker;MacOS;Raspberry Pi,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
15096,Google Cloud Platform;Linux,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
15097,AWS;Docker;Kubernetes;Linux,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
15098,Android;Docker;Heroku;Linux;Windows,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
15099,iOS;Linux;MacOS;Windows;WordPress,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
15100,Heroku;Windows,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15101,Microsoft Azure;Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15102,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15103,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15104,AWS;Heroku;Linux;MacOS;Slack Apps and Integrations,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0
15105,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15106,Linux;MacOS;Windows,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
15107,Heroku;Linux,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
15108,Microsoft Azure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15109,Docker;Kubernetes;Linux;MacOS;Microsoft Azure;Raspberry Pi,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0
15110,Heroku;MacOS;Microsoft Azure;Slack Apps and Integrations;Windows,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
15111,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15112,Arduino;MacOS,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
15113,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15114,Linux,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15115,Android;iOS;Linux;MacOS;Windows,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
15116,Android;iOS;Linux;MacOS;Windows,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
15117,Android;Docker;Google Cloud Platform;iOS;Linux,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
15118,Docker;Google Cloud Platform;Kubernetes;Linux;Windows,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
15119,Docker;Linux;Windows,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
15120,AWS;Linux;Raspberry Pi;Slack Apps and Integrations;WordPress,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0
15121,Microsoft Azure;Raspberry Pi;Windows,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
15122,Linux,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15123,Linux,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15124,Google Cloud Platform,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15125,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15126,IBM Cloud or Watson;MacOS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
15127,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15128,Android;Google Cloud Platform;Heroku;Slack Apps and Integrations;Windows,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
15129,Heroku;Linux;Windows;WordPress,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
15130,Google Cloud Platform;Linux;Windows,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
15131,Linux,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15132,AWS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15133,Android;Arduino;Docker;Google Cloud Platform;Heroku;Linux;Raspberry Pi;Windows,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0
15134,AWS;Docker;Linux;Windows,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
15135,AWS;Docker;Linux,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
15136,Android;iOS;Linux,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
15137,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15138,Arduino;Google Cloud Platform;Linux;Raspberry Pi;Windows,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
15139,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15140,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15141,AWS;Docker;Google Cloud Platform;Heroku;Kubernetes;MacOS;Microsoft Azure,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0
15142,Docker;Windows,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15143,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15144,Kubernetes;Microsoft Azure;Windows,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
15145,Docker;Kubernetes;Linux;MacOS;Microsoft Azure,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0
15146,Android;AWS;Linux,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
15147,AWS;Docker;Linux;MacOS;Raspberry Pi;Slack Apps and Integrations;Windows;WordPress,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0
15148,AWS;Docker;Linux,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
15149,Google Cloud Platform;Windows;WordPress,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
15150,Docker;Kubernetes;MacOS,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
15151,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15152,AWS;Linux,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
15153,Android;AWS;Linux;Raspberry Pi,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
15154,Microsoft Azure;Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15155,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15156,Docker;Windows,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15157,Docker;Linux,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
15158,Docker,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15159,Windows;WordPress,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15160,AWS;Docker;Linux;MacOS;Windows,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
15161,Android;Arduino;Linux;Raspberry Pi;Windows,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
15162,MacOS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15163,Android;AWS;Docker;iOS;Kubernetes;Linux;Microsoft Azure;Windows,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0
15164,Android;AWS,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
15165,Android;Arduino;AWS;Docker;Google Cloud Platform;Heroku;IBM Cloud or Watson;iOS;Kubernetes;Linux;MacOS;Microsoft Azure;Raspberry Pi;Slack Apps and Integrations,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
15166,Linux;Raspberry Pi;Windows,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
15167,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15168,Android;iOS;MacOS;Windows;WordPress,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
15169,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15170,AWS;Docker;Heroku;Linux;MacOS;Windows,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0
15171,Microsoft Azure;Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15172,AWS;Docker;Kubernetes,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
15173,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15174,Docker;MacOS;Windows,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
15175,Arduino;Linux;Raspberry Pi;Windows,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
15176,Docker;Google Cloud Platform;Kubernetes;MacOS;Raspberry Pi;Windows;WordPress,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0
15177,AWS;Google Cloud Platform,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
15178,AWS;Docker;Kubernetes;Linux;MacOS,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0
15179,Heroku;Linux;MacOS;Raspberry Pi,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
15180,Android;Arduino;Linux;Microsoft Azure;Raspberry Pi;Windows;WordPress,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0
15181,AWS;Docker;Linux;MacOS;Windows;WordPress,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
15182,Windows;WordPress,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15183,Raspberry Pi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15184,Arduino;Raspberry Pi;Windows,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
15185,Android;Docker;iOS;Linux;MacOS;Microsoft Azure;Windows,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0
15186,Docker,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15187,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15188,Docker;Linux,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
15189,Docker;Kubernetes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
15190,AWS;Google Cloud Platform;Heroku;MacOS,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
15191,Android;AWS;Docker;iOS;Linux;MacOS,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
15192,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15193,Docker;Linux;MacOS;Microsoft Azure;Windows;WordPress,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
15194,Docker;Linux;MacOS;Windows,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
15195,Android;Linux;Windows,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
15196,AWS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15197,Docker;Google Cloud Platform;Microsoft Azure;WordPress,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
15198,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15199,AWS;Docker;Linux,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
15200,Android;Linux;MacOS;Windows,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
15201,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15202,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15203,Arduino;AWS;Docker;Kubernetes;MacOS;Microsoft Azure;Windows;WordPress,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0
15204,Android;Windows,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15205,Android;Heroku;Microsoft Azure;Windows,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
15206,Android;Arduino;iOS;Linux;MacOS;Microsoft Azure;Windows,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0
15207,AWS;Docker;Linux;MacOS,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
15208,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15209,Windows;WordPress,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15210,Android;Linux;Raspberry Pi;Windows;WordPress,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
15211,Android;Google Cloud Platform;Linux,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
15212,Android;Linux;MacOS;Windows,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
15213,AWS;Linux;MacOS;Microsoft Azure;Windows,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
15214,Android;Raspberry Pi;Windows,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
15215,AWS;Google Cloud Platform;Linux;Windows,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
15216,Docker;Linux;Raspberry Pi,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
15217,MacOS;Windows,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15218,Android;Linux;Windows,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
15219,Linux,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15220,Arduino;Docker;Google Cloud Platform;Linux;Microsoft Azure;Raspberry Pi;Windows,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0
15221,MacOS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15222,MacOS;Windows,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15223,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15224,Android;Arduino;Docker;Heroku;Linux;MacOS;Slack Apps and Integrations;Windows,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0
15225,Android;Arduino;AWS;Linux;MacOS;Raspberry Pi;Slack Apps and Integrations;Windows,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0
15226,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15227,Docker;Windows,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15228,Linux;MacOS;Microsoft Azure;Raspberry Pi;Slack Apps and Integrations;Windows,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0
15229,Arduino;Docker;Linux;Raspberry Pi;Windows,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
15230,AWS;Linux;Raspberry Pi;Windows,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
15231,AWS;iOS;Linux;MacOS,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
15232,WordPress,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15233,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15234,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15235,Docker;Linux;Microsoft Azure;Windows,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
15236,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15237,WordPress,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15238,Android;AWS;Docker;Google Cloud Platform;Heroku;Kubernetes;Linux;MacOS;Windows;WordPress,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0
15239,AWS;Docker;MacOS;Raspberry Pi,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
15240,Docker;Google Cloud Platform;Linux;MacOS;Microsoft Azure;Slack Apps and Integrations;Windows;WordPress,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0
15241,Arduino;Linux;Raspberry Pi;Windows,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
15242,Microsoft Azure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15243,Docker;Google Cloud Platform;Linux;Microsoft Azure;Windows,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
15244,AWS;Linux;MacOS;Slack Apps and Integrations;Windows,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
15245,Android;Arduino;AWS;Google Cloud Platform;Linux;Windows,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
15246,Android;Arduino;Linux;Windows,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
15247,iOS;Linux;MacOS;Microsoft Azure;Windows,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
15248,Android;AWS;Docker;Google Cloud Platform;Linux;Microsoft Azure;Windows;WordPress,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0
15249,AWS;Linux;Microsoft Azure;Windows,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
15250,Google Cloud Platform;Linux,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
15251,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15252,Docker;Google Cloud Platform;Linux;MacOS;Windows;WordPress,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0
15253,AWS;Docker;Linux,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
15254,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15255,Heroku;Kubernetes;Linux;Windows;WordPress,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
15256,Arduino;Linux;Raspberry Pi,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
15257,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15258,Arduino;Raspberry Pi;Windows;WordPress,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
15259,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15260,Linux;Microsoft Azure;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
15261,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15262,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15263,Android;Google Cloud Platform;iOS;Linux;MacOS;Slack Apps and Integrations;WordPress,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0
15264,Google Cloud Platform;Heroku;Linux,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
15265,Microsoft Azure;Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15266,Docker;Linux,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
15267,Docker;Linux;WordPress,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
15268,Docker;Linux;MacOS,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
15269,Heroku;Linux;Slack Apps and Integrations;Windows;WordPress,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
15270,Arduino;Raspberry Pi;Windows,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
15271,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15272,Linux;MacOS,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
15273,Docker;Linux;MacOS,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
15274,Android;AWS;iOS;Windows,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
15275,Docker;Heroku;Linux;MacOS;Raspberry Pi,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0
15276,Android;iOS,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15277,Arduino;AWS;Docker;Linux;Windows,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
15278,Arduino;AWS;Linux;Raspberry Pi,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
15279,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15280,Arduino;Linux;MacOS;Raspberry Pi;Windows,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
15281,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15282,AWS;Docker;Google Cloud Platform;Kubernetes;Linux;Raspberry Pi;Windows,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0
15283,Android;AWS;Docker;iOS,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
15284,Google Cloud Platform;Linux,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
15285,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15286,Docker;Linux;Microsoft Azure,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
15287,MacOS;Windows,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15288,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15289,Android;Arduino;AWS;Docker;Google Cloud Platform;Heroku;iOS;Linux;MacOS;Raspberry Pi;Windows;WordPress,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
15290,Android;AWS;Docker;iOS;Linux;MacOS,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
15291,AWS;Docker;Linux;MacOS;WordPress,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
15292,Docker;Heroku;IBM Cloud or Watson;Raspberry Pi;WordPress,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1
15293,Heroku,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15294,Android;iOS;Windows,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15295,AWS;Docker;Kubernetes;Linux;MacOS,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0
15296,Android;AWS;Windows,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
15297,AWS;Heroku;Windows,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
15298,Docker;Heroku;Kubernetes;Linux;MacOS;Windows,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0
15299,Android;Linux;WordPress,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
15300,Android;Docker;Heroku;iOS,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
15301,Docker;Linux,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
15302,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15303,Android;Arduino,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
