,DatabaseWorkedWith,Elasticsearch,Microsoft SQL Server,Oracle,MySQL,PostgreSQL,Redis,SQLite,MariaDB,Firebase,MongoDB,IBM DB2,DynamoDB,Cassandra,Couchbase
306,Elasticsearch;PostgreSQL;Redis,1,0,0,0,1,1,0,0,0,0,0,0,0,0
307,Cassandra;MySQL;PostgreSQL,0,0,0,1,1,0,0,0,0,0,0,0,1,0
308,DynamoDB;Firebase;MariaDB;Microsoft SQL Server;MySQL;SQLite,0,1,0,1,0,0,1,1,1,0,0,1,0,0
309,IBM DB2;Microsoft SQL Server;Oracle,0,1,1,0,0,0,0,0,0,0,1,0,0,0
310,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,MongoDB;Oracle;PostgreSQL,0,0,1,0,1,0,0,0,0,1,0,0,0,0
312,Elasticsearch;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite,1,1,0,1,1,1,1,1,0,1,0,0,0,0
313,DynamoDB;Elasticsearch;MySQL;Redis,1,0,0,1,0,1,0,0,0,0,0,1,0,0
314,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,SQLite,0,0,0,0,0,0,1,0,0,0,0,0,0,0
316,MySQL;PostgreSQL;Redis;SQLite,0,0,0,1,1,1,1,0,0,0,0,0,0,0
317,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
319,MongoDB,0,0,0,0,0,0,0,0,0,1,0,0,0,0
320,DynamoDB;MongoDB;MySQL,0,0,0,1,0,0,0,0,0,1,0,1,0,0
321,Microsoft SQL Server;Oracle,0,1,1,0,0,0,0,0,0,0,0,0,0,0
322,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
323,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
324,MongoDB,0,0,0,0,0,0,0,0,0,1,0,0,0,0
325,DynamoDB;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Redis,0,1,0,1,0,1,0,1,0,1,0,1,0,0
326,Oracle;Redis,0,0,1,0,0,1,0,0,0,0,0,0,0,0
327,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
328,DynamoDB;Elasticsearch;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite,1,1,0,1,1,1,1,1,0,1,0,1,0,0
329,MariaDB;Microsoft SQL Server;MySQL;Redis;SQLite,0,1,0,1,0,1,1,1,0,0,0,0,0,0
330,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,MySQL;SQLite,0,0,0,1,0,0,1,0,0,0,0,0,0,0
333,Microsoft SQL Server;MySQL;PostgreSQL,0,1,0,1,1,0,0,0,0,0,0,0,0,0
334,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
335,Microsoft SQL Server;Redis,0,1,0,0,0,1,0,0,0,0,0,0,0,0
336,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,MariaDB;Microsoft SQL Server;MongoDB;MySQL;Redis,0,1,0,1,0,1,0,1,0,1,0,0,0,0
338,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
341,IBM DB2;MariaDB;MySQL;PostgreSQL;SQLite,0,0,0,1,1,0,1,1,0,0,1,0,0,0
342,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
343,Microsoft SQL Server;MySQL,0,1,0,1,0,0,0,0,0,0,0,0,0,0
344,MySQL;Oracle,0,0,1,1,0,0,0,0,0,0,0,0,0,0
345,MySQL;Oracle;PostgreSQL,0,0,1,1,1,0,0,0,0,0,0,0,0,0
346,DynamoDB,0,0,0,0,0,0,0,0,0,0,0,1,0,0
347,DynamoDB;Elasticsearch;MySQL;PostgreSQL;Redis,1,0,0,1,1,1,0,0,0,0,0,1,0,0
348,Firebase;MongoDB;PostgreSQL,0,0,0,0,1,0,0,0,1,1,0,0,0,0
349,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
350,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
352,Microsoft SQL Server;MySQL,0,1,0,1,0,0,0,0,0,0,0,0,0,0
353,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,MySQL;PostgreSQL;Redis,0,0,0,1,1,1,0,0,0,0,0,0,0,0
355,MySQL;SQLite,0,0,0,1,0,0,1,0,0,0,0,0,0,0
356,MongoDB;MySQL,0,0,0,1,0,0,0,0,0,1,0,0,0,0
357,Microsoft SQL Server;MySQL,0,1,0,1,0,0,0,0,0,0,0,0,0,0
358,Firebase;PostgreSQL;Redis;SQLite,0,0,0,0,1,1,1,0,1,0,0,0,0,0
359,Microsoft SQL Server;MongoDB;Redis,0,1,0,0,0,1,0,0,0,1,0,0,0,0
360,Microsoft SQL Server;PostgreSQL,0,1,0,0,1,0,0,0,0,0,0,0,0,0
361,Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis,0,1,1,1,1,1,0,0,0,0,0,0,0,0
362,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
363,MySQL;Redis,0,0,0,1,0,1,0,0,0,0,0,0,0,0
364,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
365,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
368,Microsoft SQL Server;MongoDB;MySQL;SQLite,0,1,0,1,0,0,1,0,0,1,0,0,0,0
369,MariaDB;MySQL;Redis;SQLite,0,0,0,1,0,1,1,1,0,0,0,0,0,0
370,DynamoDB;Elasticsearch;Microsoft SQL Server;MongoDB;PostgreSQL;Redis,1,1,0,0,1,1,0,0,0,1,0,1,0,0
371,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
372,Cassandra;DynamoDB;Microsoft SQL Server;PostgreSQL;Redis,0,1,0,0,1,1,0,0,0,0,0,1,1,0
373,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
374,IBM DB2;MariaDB;MySQL,0,0,0,1,0,0,0,1,0,0,1,0,0,0
375,MariaDB;MySQL,0,0,0,1,0,0,0,1,0,0,0,0,0,0
376,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
377,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
378,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,Couchbase;MongoDB;MySQL;PostgreSQL,0,0,0,1,1,0,0,0,0,1,0,0,0,1
380,DynamoDB;Microsoft SQL Server;MySQL;SQLite,0,1,0,1,0,0,1,0,0,0,0,1,0,0
381,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
382,MongoDB;MySQL,0,0,0,1,0,0,0,0,0,1,0,0,0,0
383,Firebase;IBM DB2;MySQL,0,0,0,1,0,0,0,0,1,0,1,0,0,0
384,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
385,MariaDB;MySQL,0,0,0,1,0,0,0,1,0,0,0,0,0,0
386,MongoDB;MySQL;PostgreSQL,0,0,0,1,1,0,0,0,0,1,0,0,0,0
387,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
389,MySQL;Oracle;PostgreSQL;SQLite,0,0,1,1,1,0,1,0,0,0,0,0,0,0
390,Microsoft SQL Server;PostgreSQL,0,1,0,0,1,0,0,0,0,0,0,0,0,0
391,Oracle;PostgreSQL,0,0,1,0,1,0,0,0,0,0,0,0,0,0
392,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
393,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
394,Microsoft SQL Server;MySQL,0,1,0,1,0,0,0,0,0,0,0,0,0,0
395,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
396,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,Elasticsearch;MariaDB,1,0,0,0,0,0,0,1,0,0,0,0,0,0
398,MariaDB;MySQL;Oracle,0,0,1,1,0,0,0,1,0,0,0,0,0,0
399,Elasticsearch;MariaDB;Microsoft SQL Server;MySQL;Redis;SQLite,1,1,0,1,0,1,1,1,0,0,0,0,0,0
400,Elasticsearch;MariaDB;MySQL;SQLite,1,0,0,1,0,0,1,1,0,0,0,0,0,0
401,Firebase;MariaDB;MongoDB;MySQL;SQLite,0,0,0,1,0,0,1,1,1,1,0,0,0,0
402,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,MariaDB;MongoDB;MySQL;Oracle,0,0,1,1,0,0,0,1,0,1,0,0,0,0
404,MariaDB;MongoDB;MySQL;Redis,0,0,0,1,0,1,0,1,0,1,0,0,0,0
405,Firebase;MongoDB;MySQL;Oracle;SQLite,0,0,1,1,0,0,1,0,1,1,0,0,0,0
406,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
407,Microsoft SQL Server;PostgreSQL;SQLite,0,1,0,0,1,0,1,0,0,0,0,0,0,0
408,MySQL;Oracle,0,0,1,1,0,0,0,0,0,0,0,0,0,0
409,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,Firebase;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL,0,1,1,1,1,0,0,0,1,1,0,0,0,0
411,Microsoft SQL Server;Redis,0,1,0,0,0,1,0,0,0,0,0,0,0,0
412,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
413,MariaDB;MySQL,0,0,0,1,0,0,0,1,0,0,0,0,0,0
414,MongoDB;MySQL;Redis,0,0,0,1,0,1,0,0,0,1,0,0,0,0
415,Elasticsearch;Microsoft SQL Server;MySQL;Oracle;PostgreSQL,1,1,1,1,1,0,0,0,0,0,0,0,0,0
416,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
417,Microsoft SQL Server;Oracle,0,1,1,0,0,0,0,0,0,0,0,0,0,0
418,Firebase;MariaDB;MySQL;PostgreSQL;SQLite,0,0,0,1,1,0,1,1,1,0,0,0,0,0
419,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,MongoDB;PostgreSQL,0,0,0,0,1,0,0,0,0,1,0,0,0,0
421,Cassandra;MariaDB;MySQL;Oracle;PostgreSQL,0,0,1,1,1,0,0,1,0,0,0,0,1,0
422,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,Elasticsearch;MariaDB;MySQL,1,0,0,1,0,0,0,1,0,0,0,0,0,0
425,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,MongoDB;PostgreSQL,0,0,0,0,1,0,0,0,0,1,0,0,0,0
427,Microsoft SQL Server;MySQL,0,1,0,1,0,0,0,0,0,0,0,0,0,0
428,Couchbase;MySQL;Redis,0,0,0,1,0,1,0,0,0,0,0,0,0,1
429,Firebase;Microsoft SQL Server;MySQL,0,1,0,1,0,0,0,0,1,0,0,0,0,0
430,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
431,DynamoDB;Firebase;Microsoft SQL Server;MongoDB;MySQL;Oracle;SQLite,0,1,1,1,0,0,1,0,1,1,0,1,0,0
432,Elasticsearch;MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,1,0,0,1,1,1,1,1,0,1,0,0,0,0
433,MongoDB;MySQL;SQLite,0,0,0,1,0,0,1,0,0,1,0,0,0,0
434,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,MariaDB;MongoDB;MySQL;SQLite,0,0,0,1,0,0,1,1,0,1,0,0,0,0
436,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,MariaDB;MongoDB;MySQL;Oracle,0,0,1,1,0,0,0,1,0,1,0,0,0,0
439,DynamoDB;Firebase;Microsoft SQL Server;MongoDB;MySQL;Oracle,0,1,1,1,0,0,0,0,1,1,0,1,0,0
440,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
441,MongoDB;Oracle;PostgreSQL,0,0,1,0,1,0,0,0,0,1,0,0,0,0
442,Elasticsearch;MongoDB;PostgreSQL;Redis,1,0,0,0,1,1,0,0,0,1,0,0,0,0
443,DynamoDB;Elasticsearch;Oracle,1,0,1,0,0,0,0,0,0,0,0,1,0,0
444,MariaDB;Oracle,0,0,1,0,0,0,0,1,0,0,0,0,0,0
445,Oracle;PostgreSQL,0,0,1,0,1,0,0,0,0,0,0,0,0,0
446,Elasticsearch;MySQL;SQLite,1,0,0,1,0,0,1,0,0,0,0,0,0,0
447,Microsoft SQL Server;MySQL,0,1,0,1,0,0,0,0,0,0,0,0,0,0
448,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,Elasticsearch;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;SQLite,1,1,1,1,1,0,1,0,0,1,0,0,0,0
450,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
451,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
452,Cassandra;MariaDB;PostgreSQL;SQLite,0,0,0,0,1,0,1,1,0,0,0,0,1,0
453,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
454,Microsoft SQL Server;Oracle;PostgreSQL;SQLite,0,1,1,0,1,0,1,0,0,0,0,0,0,0
455,Microsoft SQL Server;MySQL;Oracle,0,1,1,1,0,0,0,0,0,0,0,0,0,0
456,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,DynamoDB;Elasticsearch;Firebase;MariaDB;MongoDB;MySQL;PostgreSQL;Redis,1,0,0,1,1,1,0,1,1,1,0,1,0,0
459,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
460,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
461,DynamoDB;Microsoft SQL Server;MySQL;Oracle;Redis;SQLite,0,1,1,1,0,1,1,0,0,0,0,1,0,0
462,SQLite,0,0,0,0,0,0,1,0,0,0,0,0,0,0
463,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,Cassandra;Couchbase;MongoDB;SQLite,0,0,0,0,0,0,1,0,0,1,0,0,1,1
465,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
467,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
468,Elasticsearch;Firebase;PostgreSQL,1,0,0,0,1,0,0,0,1,0,0,0,0,0
469,Elasticsearch;Microsoft SQL Server;Redis;SQLite,1,1,0,0,0,1,1,0,0,0,0,0,0,0
470,Microsoft SQL Server;MongoDB;MySQL,0,1,0,1,0,0,0,0,0,1,0,0,0,0
471,Microsoft SQL Server;PostgreSQL,0,1,0,0,1,0,0,0,0,0,0,0,0,0
472,MySQL;Oracle;PostgreSQL,0,0,1,1,1,0,0,0,0,0,0,0,0,0
473,MariaDB;Microsoft SQL Server;MySQL;Oracle,0,1,1,1,0,0,0,1,0,0,0,0,0,0
474,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
475,MariaDB;Microsoft SQL Server;Oracle,0,1,1,0,0,0,0,1,0,0,0,0,0,0
476,PostgreSQL;Redis,0,0,0,0,1,1,0,0,0,0,0,0,0,0
477,Firebase;PostgreSQL,0,0,0,0,1,0,0,0,1,0,0,0,0,0
478,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
479,MySQL;PostgreSQL,0,0,0,1,1,0,0,0,0,0,0,0,0,0
480,DynamoDB;MongoDB;MySQL;PostgreSQL;Redis,0,0,0,1,1,1,0,0,0,1,0,1,0,0
481,Microsoft SQL Server;MySQL,0,1,0,1,0,0,0,0,0,0,0,0,0,0
482,MySQL;Redis,0,0,0,1,0,1,0,0,0,0,0,0,0,0
483,Oracle,0,0,1,0,0,0,0,0,0,0,0,0,0,0
484,MariaDB;Microsoft SQL Server;MySQL;SQLite,0,1,0,1,0,0,1,1,0,0,0,0,0,0
485,Couchbase;Microsoft SQL Server;SQLite,0,1,0,0,0,0,1,0,0,0,0,0,0,1
486,MySQL;Oracle,0,0,1,1,0,0,0,0,0,0,0,0,0,0
487,Oracle,0,0,1,0,0,0,0,0,0,0,0,0,0,0
488,Firebase;MongoDB;MySQL,0,0,0,1,0,0,0,0,1,1,0,0,0,0
489,SQLite,0,0,0,0,0,0,1,0,0,0,0,0,0,0
490,MongoDB;Redis;SQLite,0,0,0,0,0,1,1,0,0,1,0,0,0,0
491,Firebase,0,0,0,0,0,0,0,0,1,0,0,0,0,0
492,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,MongoDB;PostgreSQL,0,0,0,0,1,0,0,0,0,1,0,0,0,0
496,MySQL;PostgreSQL,0,0,0,1,1,0,0,0,0,0,0,0,0,0
497,PostgreSQL;Redis,0,0,0,0,1,1,0,0,0,0,0,0,0,0
498,DynamoDB;Elasticsearch;PostgreSQL;Redis,1,0,0,0,1,1,0,0,0,0,0,1,0,0
499,MariaDB;MySQL;PostgreSQL;Redis;SQLite,0,0,0,1,1,1,1,1,0,0,0,0,0,0
500,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
501,Elasticsearch;Firebase;Microsoft SQL Server;MySQL;Redis;SQLite,1,1,0,1,0,1,1,0,1,0,0,0,0,0
502,Oracle,0,0,1,0,0,0,0,0,0,0,0,0,0,0
503,Firebase;MongoDB;Redis,0,0,0,0,0,1,0,0,1,1,0,0,0,0
504,MariaDB;Microsoft SQL Server;MongoDB;Redis,0,1,0,0,0,1,0,1,0,1,0,0,0,0
505,Couchbase,0,0,0,0,0,0,0,0,0,0,0,0,0,1
506,MongoDB,0,0,0,0,0,0,0,0,0,1,0,0,0,0
507,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,Elasticsearch,1,0,0,0,0,0,0,0,0,0,0,0,0,0
510,MongoDB;MySQL,0,0,0,1,0,0,0,0,0,1,0,0,0,0
511,Elasticsearch;Firebase;Microsoft SQL Server;MongoDB,1,1,0,0,0,0,0,0,1,1,0,0,0,0
512,DynamoDB;Elasticsearch;PostgreSQL,1,0,0,0,1,0,0,0,0,0,0,1,0,0
513,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
514,Microsoft SQL Server;SQLite,0,1,0,0,0,0,1,0,0,0,0,0,0,0
515,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
516,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
518,Elasticsearch;Microsoft SQL Server,1,1,0,0,0,0,0,0,0,0,0,0,0,0
519,MariaDB;Microsoft SQL Server;MySQL;Redis,0,1,0,1,0,1,0,1,0,0,0,0,0,0
520,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,Firebase;MariaDB;MySQL;PostgreSQL;SQLite,0,0,0,1,1,0,1,1,1,0,0,0,0,0
522,MySQL;SQLite,0,0,0,1,0,0,1,0,0,0,0,0,0,0
523,PostgreSQL;SQLite,0,0,0,0,1,0,1,0,0,0,0,0,0,0
524,DynamoDB;Elasticsearch;Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite,1,1,0,1,1,1,1,0,0,0,0,1,0,0
525,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
528,DynamoDB;PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,1,0,0
529,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,Elasticsearch;Microsoft SQL Server;Redis,1,1,0,0,0,1,0,0,0,0,0,0,0,0
531,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,Elasticsearch;Microsoft SQL Server;MongoDB;Oracle,1,1,1,0,0,0,0,0,0,1,0,0,0,0
533,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,Microsoft SQL Server;MySQL;PostgreSQL,0,1,0,1,1,0,0,0,0,0,0,0,0,0
535,Couchbase;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL,0,1,0,1,1,0,0,0,0,1,0,0,0,1
536,MongoDB,0,0,0,0,0,0,0,0,0,1,0,0,0,0
537,MariaDB;MySQL,0,0,0,1,0,0,0,1,0,0,0,0,0,0
538,IBM DB2;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;SQLite,0,1,1,1,1,0,1,0,0,1,1,0,0,0
539,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
540,Oracle;PostgreSQL;Redis,0,0,1,0,1,1,0,0,0,0,0,0,0,0
541,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
542,DynamoDB;Firebase;MariaDB;Microsoft SQL Server;MySQL;Redis,0,1,0,1,0,1,0,1,1,0,0,1,0,0
543,Elasticsearch;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,1,1,1,1,1,0,1,0,0,0,0,0,0,0
544,MongoDB;MySQL,0,0,0,1,0,0,0,0,0,1,0,0,0,0
545,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,DynamoDB;MongoDB;Redis,0,0,0,0,0,1,0,0,0,1,0,1,0,0
547,MySQL;Redis;SQLite,0,0,0,1,0,1,1,0,0,0,0,0,0,0
548,Firebase;MongoDB;MySQL;PostgreSQL;SQLite,0,0,0,1,1,0,1,0,1,1,0,0,0,0
549,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
550,Firebase;MongoDB,0,0,0,0,0,0,0,0,1,1,0,0,0,0
551,Couchbase;Elasticsearch;MariaDB;MongoDB;Redis,1,0,0,0,0,1,0,1,0,1,0,0,0,1
552,Firebase;SQLite,0,0,0,0,0,0,1,0,1,0,0,0,0,0
553,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
554,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,Elasticsearch;MySQL;PostgreSQL;Redis,1,0,0,1,1,1,0,0,0,0,0,0,0,0
556,Elasticsearch;PostgreSQL,1,0,0,0,1,0,0,0,0,0,0,0,0,0
557,Elasticsearch;MongoDB;MySQL;Redis,1,0,0,1,0,1,0,0,0,1,0,0,0,0
558,Microsoft SQL Server;MongoDB,0,1,0,0,0,0,0,0,0,1,0,0,0,0
559,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,Firebase;Microsoft SQL Server;MySQL,0,1,0,1,0,0,0,0,1,0,0,0,0,0
561,MySQL;Oracle;PostgreSQL,0,0,1,1,1,0,0,0,0,0,0,0,0,0
562,Oracle,0,0,1,0,0,0,0,0,0,0,0,0,0,0
563,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,MySQL;PostgreSQL,0,0,0,1,1,0,0,0,0,0,0,0,0,0
565,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,Elasticsearch;Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite,1,1,0,1,1,1,1,0,0,0,0,0,0,0
567,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,Firebase;Microsoft SQL Server;MongoDB;MySQL;SQLite,0,1,0,1,0,0,1,0,1,1,0,0,0,0
570,MySQL;SQLite,0,0,0,1,0,0,1,0,0,0,0,0,0,0
571,MariaDB;MySQL,0,0,0,1,0,0,0,1,0,0,0,0,0,0
572,PostgreSQL;SQLite,0,0,0,0,1,0,1,0,0,0,0,0,0,0
573,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
574,DynamoDB;Elasticsearch;MongoDB;MySQL,1,0,0,1,0,0,0,0,0,1,0,1,0,0
575,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
576,Microsoft SQL Server;MySQL,0,1,0,1,0,0,0,0,0,0,0,0,0,0
577,MongoDB;MySQL,0,0,0,1,0,0,0,0,0,1,0,0,0,0
578,MySQL;SQLite,0,0,0,1,0,0,1,0,0,0,0,0,0,0
579,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
580,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
581,Microsoft SQL Server;MySQL;PostgreSQL,0,1,0,1,1,0,0,0,0,0,0,0,0,0
582,Microsoft SQL Server;Redis,0,1,0,0,0,1,0,0,0,0,0,0,0,0
583,Microsoft SQL Server;PostgreSQL,0,1,0,0,1,0,0,0,0,0,0,0,0,0
584,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,Microsoft SQL Server;PostgreSQL;SQLite,0,1,0,0,1,0,1,0,0,0,0,0,0,0
586,PostgreSQL;SQLite,0,0,0,0,1,0,1,0,0,0,0,0,0,0
587,MariaDB;Microsoft SQL Server;MongoDB;MySQL,0,1,0,1,0,0,0,1,0,1,0,0,0,0
588,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
589,Elasticsearch;Firebase;MongoDB;MySQL;Redis;SQLite,1,0,0,1,0,1,1,0,1,1,0,0,0,0
590,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
591,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
592,Cassandra;MariaDB;MySQL;PostgreSQL;SQLite,0,0,0,1,1,0,1,1,0,0,0,0,1,0
593,Oracle;PostgreSQL,0,0,1,0,1,0,0,0,0,0,0,0,0,0
594,Microsoft SQL Server;PostgreSQL;SQLite,0,1,0,0,1,0,1,0,0,0,0,0,0,0
595,Elasticsearch;PostgreSQL,1,0,0,0,1,0,0,0,0,0,0,0,0,0
596,DynamoDB;MySQL;PostgreSQL,0,0,0,1,1,0,0,0,0,0,0,1,0,0
597,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,Firebase;SQLite,0,0,0,0,0,0,1,0,1,0,0,0,0,0
599,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,MariaDB;MySQL,0,0,0,1,0,0,0,1,0,0,0,0,0,0
601,Couchbase;SQLite,0,0,0,0,0,0,1,0,0,0,0,0,0,1
602,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
603,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
604,Microsoft SQL Server;MySQL,0,1,0,1,0,0,0,0,0,0,0,0,0,0
605,MySQL;PostgreSQL;SQLite,0,0,0,1,1,0,1,0,0,0,0,0,0,0
606,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
607,Elasticsearch;MySQL,1,0,0,1,0,0,0,0,0,0,0,0,0,0
608,Microsoft SQL Server;MySQL;Oracle;PostgreSQL,0,1,1,1,1,0,0,0,0,0,0,0,0,0
609,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
610,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
611,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
612,Firebase;MongoDB;MySQL,0,0,0,1,0,0,0,0,1,1,0,0,0,0
